Year,Units,variable_code,Variable_category
2022,Dollars (millions),H08,Financial performance
2022,Dollars (millions),H09,Financial performance
2022,Dollars (millions),H10,Financial performance
2022,Dollars (millions),H11,Financial performance
2022,Dollars (millions),H12,Financial performance
2022,Dollars (millions),H13,Financial performance
2022,Dollars (millions),H17,Financial performance
2022,Dollars (millions),H18,Financial performance
2022,Dollars (millions),H20,Financial performance
2022,Dollars (millions),H21,Financial performance
2022,Dollars (millions),H22,Financial performance
2022,Dollars (millions),H23,Financial performance
2022,Dollars (millions),H24,Financial position
2022,Dollars (millions),H25,Financial position
2022,Dollars (millions),H26,Financial position
2022,Dollars (millions),H27,Financial position
2022,Dollars (millions),H28,Financial position
2022,Dollars (millions),H29,Financial position
2022,Dollars (millions),H30,Financial position
2022,Dollars (millions),H31,Financial position
2022,Dollars (millions),H32,Financial position
2022,Dollars (millions),H33,Financial position
2022,Dollars,H34,Financial ratios
2022,Dollars,H35,Financial ratios
2022,Percentage,H36,Financial ratios
2022,Percentage,H37,Financial ratios
2022,Percentage,H38,Financial ratios
2022,Percentage,H39,Financial ratios
2022,Percentage,H40,Financial ratios
2022,Percentage,H41,Financial ratios
2022, Leather, Clothing and Footwear Manufacturing",H01
2022, Leather, Clothing and Footwear Manufacturing",H02
2022, Leather, Clothing and Footwear Manufacturing",H03
2022, Leather, Clothing and Footwear Manufacturing",H05
2022, Leather, Clothing and Footwear Manufacturing",H06
2022, Leather, Clothing and Footwear Manufacturing",H07
2022, Leather, Clothing and Footwear Manufacturing",H08
2022, Leather, Clothing and Footwear Manufacturing",H09
2022, Leather, Clothing and Footwear Manufacturing",H10
2022, Leather, Clothing and Footwear Manufacturing",H11
2022, Leather, Clothing and Footwear Manufacturing",H12
2022, Leather, Clothing and Footwear Manufacturing",H13
2022, Leather, Clothing and Footwear Manufacturing",H17
2022, Leather, Clothing and Footwear Manufacturing",H18
2022, Leather, Clothing and Footwear Manufacturing",H20
2022, Leather, Clothing and Footwear Manufacturing",H21
2022, Leather, Clothing and Footwear Manufacturing",H22
2022, Leather, Clothing and Footwear Manufacturing",H23
2022, Leather, Clothing and Footwear Manufacturing",H24
2022, Leather, Clothing and Footwear Manufacturing",H25
2022, Leather, Clothing and Footwear Manufacturing",H26
2022, Leather, Clothing and Footwear Manufacturing",H27
2022, Leather, Clothing and Footwear Manufacturing",H28
2022, Leather, Clothing and Footwear Manufacturing",H29
2022, Leather, Clothing and Footwear Manufacturing",H30
2022, Leather, Clothing and Footwear Manufacturing",H31
2022, Leather, Clothing and Footwear Manufacturing",H32
2022, Leather, Clothing and Footwear Manufacturing",H33
2022, Leather, Clothing and Footwear Manufacturing",H34
2022, Leather, Clothing and Footwear Manufacturing",H35
2022, Leather, Clothing and Footwear Manufacturing",H36
2022, Leather, Clothing and Footwear Manufacturing",H37
2022, Leather, Clothing and Footwear Manufacturing",H38
2022, Leather, Clothing and Footwear Manufacturing",H39
2022, Leather, Clothing and Footwear Manufacturing",H40
2022, Leather, Clothing and Footwear Manufacturing",H41
2022,Dollars (millions),H01,Financial performance
2022,Dollars (millions),H02,Financial performance
2022,Dollars (millions),H03,Financial performance
2022,Dollars (millions),H05, dividends and donations"
2022,Dollars (millions),H06, grants and subsidies"
2022,Dollars (millions),H07,Financial performance
2022,Dollars (millions),H08,Financial performance
2022,Dollars (millions),H09,Financial performance
2022,Dollars (millions),H10,Financial performance
2022,Dollars (millions),H11,Financial performance
2022,Dollars (millions),H12,Financial performance
2022,Dollars (millions),H13,Financial performance
2022,Dollars (millions),H17,Financial performance
2022,Dollars (millions),H18,Financial performance
2022,Dollars (millions),H20,Financial performance
2022,Dollars (millions),H21,Financial performance
2022,Dollars (millions),H22,Financial performance
2022,Dollars (millions),H23,Financial performance
2022,Dollars (millions),H24,Financial position
2022,Dollars (millions),H25,Financial position
2022,Dollars (millions),H26,Financial position
2022,Dollars (millions),H27,Financial position
2022,Dollars (millions),H28,Financial position
2022,Dollars (millions),H29,Financial position
2022,Dollars (millions),H30,Financial position
2022,Dollars (millions),H31,Financial position
2022,Dollars (millions),H32,Financial position
2022,Dollars (millions),H33,Financial position
2022,Dollars,H34,Financial ratios
2022,Dollars,H35,Financial ratios
2022,Percentage,H36,Financial ratios
2022,Percentage,H37,Financial ratios
2022,Percentage,H38,Financial ratios
2022,Percentage,H39,Financial ratios
2022,Percentage,H40,Financial ratios
2022,Percentage,H41,Financial ratios
2022, Knitted Products and Footwear Manufacturing",Dollars (millions),Total income
2022, Knitted Products and Footwear Manufacturing",Dollars (millions),Sales of goods not further processed
2022, Knitted Products and Footwear Manufacturing",Dollars (millions),Sales of other goods and services
2022, Knitted Products and Footwear Manufacturing",Dollars (millions),"Interest
2022, Knitted Products and Footwear Manufacturing",Dollars (millions),"Government funding
2022, Knitted Products and Footwear Manufacturing",Dollars (millions),Non-operating income
2022, Knitted Products and Footwear Manufacturing",Dollars (millions),Total expenditure
2022, Knitted Products and Footwear Manufacturing",Dollars (millions),Interest and donations
2022, Knitted Products and Footwear Manufacturing",Dollars (millions),Indirect taxes
2022, Knitted Products and Footwear Manufacturing",Dollars (millions),Depreciation
2022, Knitted Products and Footwear Manufacturing",Dollars (millions),Salaries and wages paid
2022, Knitted Products and Footwear Manufacturing",Dollars (millions),Redundancy and severance
2022, Knitted Products and Footwear Manufacturing",Dollars (millions),Purchases of goods bought for resale
2022, Knitted Products and Footwear Manufacturing",Dollars (millions),Other Purchases and operating expenses
2022, Knitted Products and Footwear Manufacturing",Dollars (millions),Non-operating expenses
2022, Knitted Products and Footwear Manufacturing",Dollars (millions),Opening stocks
2022, Knitted Products and Footwear Manufacturing",Dollars (millions),Closing stocks
2022, Knitted Products and Footwear Manufacturing",Dollars (millions),Surplus before income tax
2022, Knitted Products and Footwear Manufacturing",Dollars (millions),Total assets
2022, Knitted Products and Footwear Manufacturing",Dollars (millions),Current assets
2022, Knitted Products and Footwear Manufacturing",Dollars (millions),Fixed tangible assets
2022, Knitted Products and Footwear Manufacturing",Dollars (millions),Additions to fixed assets
2022, Knitted Products and Footwear Manufacturing",Dollars (millions),Disposals of fixed assets
2022, Knitted Products and Footwear Manufacturing",Dollars (millions),Other assets
2022, Knitted Products and Footwear Manufacturing",Dollars (millions),Total equity and liabilities
2022, Knitted Products and Footwear Manufacturing",Dollars (millions),Shareholders funds or owners equity
2022, Knitted Products and Footwear Manufacturing",Dollars (millions),Current liabilities
2022, Knitted Products and Footwear Manufacturing",Dollars (millions),Other liabilities
2022, Knitted Products and Footwear Manufacturing",Dollars,Total income per employee count
2022, Knitted Products and Footwear Manufacturing",Dollars,Surplus per employee count
2022, Knitted Products and Footwear Manufacturing",Percentage,Current ratio
2022, Knitted Products and Footwear Manufacturing",Percentage,Quick ratio
2022, Knitted Products and Footwear Manufacturing",Percentage,Margin on sales of goods for resale
2022, Knitted Products and Footwear Manufacturing",Percentage,Return on equity
2022, Knitted Products and Footwear Manufacturing",Percentage,Return on total assets
2022, Knitted Products and Footwear Manufacturing",Percentage,Liabilities structure
2022,Dollars (millions),H01,Financial performance
2022,Dollars (millions),H02,Financial performance
2022,Dollars (millions),H03,Financial performance
2022,Dollars (millions),H05, dividends and donations"
2022,Dollars (millions),H06, grants and subsidies"
2022,Dollars (millions),H07,Financial performance
2022,Dollars (millions),H08,Financial performance
2022,Dollars (millions),H09,Financial performance
2022,Dollars (millions),H10,Financial performance
2022,Dollars (millions),H11,Financial performance
2022,Dollars (millions),H12,Financial performance
2022,Dollars (millions),H13,Financial performance
2022,Dollars (millions),H17,Financial performance
2022,Dollars (millions),H18,Financial performance
2022,Dollars (millions),H20,Financial performance
2022,Dollars (millions),H21,Financial performance
2022,Dollars (millions),H22,Financial performance
2022,Dollars (millions),H23,Financial performance
2022,Dollars (millions),H24,Financial position
2022,Dollars (millions),H25,Financial position
2022,Dollars (millions),H26,Financial position
2022,Dollars (millions),H27,Financial position
2022,Dollars (millions),H28,Financial position
2022,Dollars (millions),H29,Financial position
2022,Dollars (millions),H30,Financial position
2022,Dollars (millions),H31,Financial position
2022,Dollars (millions),H32,Financial position
2022,Dollars (millions),H33,Financial position
2022,Dollars,H34,Financial ratios
2022,Dollars,H35,Financial ratios
2022,Percentage,H36,Financial ratios
2022,Percentage,H37,Financial ratios
2022,Percentage,H38,Financial ratios
2022,Percentage,H39,Financial ratios
2022,Percentage,H40,Financial ratios
2022,Percentage,H41,Financial ratios
2022,Dollars (millions),H01,Financial performance
2022,Dollars (millions),H02,Financial performance
2022,Dollars (millions),H03,Financial performance
2022,Dollars (millions),H05, dividends and donations"
2022,Dollars (millions),H06, grants and subsidies"
2022,Dollars (millions),H07,Financial performance
2022,Dollars (millions),H08,Financial performance
2022,Dollars (millions),H09,Financial performance
2022,Dollars (millions),H10,Financial performance
2022,Dollars (millions),H11,Financial performance
2022,Dollars (millions),H12,Financial performance
2022,Dollars (millions),H13,Financial performance
2022,Dollars (millions),H17,Financial performance
2022,Dollars (millions),H18,Financial performance
2022,Dollars (millions),H20,Financial performance
2022,Dollars (millions),H21,Financial performance
2022,Dollars (millions),H22,Financial performance
2022,Dollars (millions),H23,Financial performance
2022,Dollars (millions),H24,Financial position
2022,Dollars (millions),H25,Financial position
2022,Dollars (millions),H26,Financial position
2022,Dollars (millions),H27,Financial position
2022,Dollars (millions),H28,Financial position
2022,Dollars (millions),H29,Financial position
2022,Dollars (millions),H30,Financial position
2022,Dollars (millions),H31,Financial position
2022,Dollars (millions),H32,Financial position
2022,Dollars (millions),H33,Financial position
2022,Dollars,H34,Financial ratios
2022,Dollars,H35,Financial ratios
2022,Percentage,H36,Financial ratios
2022,Percentage,H37,Financial ratios
2022,Percentage,H38,Financial ratios
2022,Percentage,H39,Financial ratios
2022,Percentage,H40,Financial ratios
2022,Percentage,H41,Financial ratios
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Total income
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Sales of goods not further processed
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Sales of other goods and services
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),"Interest
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),"Government funding
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Non-operating income
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Total expenditure
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Interest and donations
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Indirect taxes
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Depreciation
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Salaries and wages paid
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Redundancy and severance
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Purchases of goods bought for resale
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Other Purchases and operating expenses
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Non-operating expenses
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Opening stocks
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Closing stocks
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Surplus before income tax
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Total assets
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Current assets
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Fixed tangible assets
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Additions to fixed assets
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Disposals of fixed assets
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Other assets
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Total equity and liabilities
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Shareholders funds or owners equity
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Current liabilities
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Other liabilities
2022, Paper and Converted Paper Product Manufacturing",Dollars,Total income per employee count
2022, Paper and Converted Paper Product Manufacturing",Dollars,Surplus per employee count
2022, Paper and Converted Paper Product Manufacturing",Percentage,Current ratio
2022, Paper and Converted Paper Product Manufacturing",Percentage,Quick ratio
2022, Paper and Converted Paper Product Manufacturing",Percentage,Margin on sales of goods for resale
2022, Paper and Converted Paper Product Manufacturing",Percentage,Return on equity
2022, Paper and Converted Paper Product Manufacturing",Percentage,Return on total assets
2022, Paper and Converted Paper Product Manufacturing",Percentage,Liabilities structure
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Total income
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Sales of goods not further processed
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Sales of other goods and services
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),"Interest
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),"Government funding
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Non-operating income
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Total expenditure
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Interest and donations
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Indirect taxes
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Depreciation
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Salaries and wages paid
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Redundancy and severance
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Purchases of goods bought for resale
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Other Purchases and operating expenses
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Non-operating expenses
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Opening stocks
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Closing stocks
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Surplus before income tax
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Total assets
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Current assets
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Fixed tangible assets
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Additions to fixed assets
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Disposals of fixed assets
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Other assets
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Total equity and liabilities
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Shareholders funds or owners equity
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Current liabilities
2022, Paper and Converted Paper Product Manufacturing",Dollars (millions),Other liabilities
2022, Paper and Converted Paper Product Manufacturing",Dollars,Total income per employee count
2022, Paper and Converted Paper Product Manufacturing",Dollars,Surplus per employee count
2022, Paper and Converted Paper Product Manufacturing",Percentage,Current ratio
2022, Paper and Converted Paper Product Manufacturing",Percentage,Quick ratio
2022, Paper and Converted Paper Product Manufacturing",Percentage,Margin on sales of goods for resale
2022, Paper and Converted Paper Product Manufacturing",Percentage,Return on equity
2022, Paper and Converted Paper Product Manufacturing",Percentage,Return on total assets
2022, Paper and Converted Paper Product Manufacturing",Percentage,Liabilities structure
2022,Dollars (millions),H01,Financial performance
2022,Dollars (millions),H02,Financial performance
2022,Dollars (millions),H03,Financial performance
2022,Dollars (millions),H05, dividends and donations"
2022,Dollars (millions),H06, grants and subsidies"
2022,Dollars (millions),H07,Financial performance
2022,Dollars (millions),H08,Financial performance
2022,Dollars (millions),H09,Financial performance
2022,Dollars (millions),H10,Financial performance
2022,Dollars (millions),H11,Financial performance
2022,Dollars (millions),H12,Financial performance
2022,Dollars (millions),H13,Financial performance
2022,Dollars (millions),H17,Financial performance
2022,Dollars (millions),H18,Financial performance
2022,Dollars (millions),H20,Financial performance
2022,Dollars (millions),H21,Financial performance
2022,Dollars (millions),H22,Financial performance
2022,Dollars (millions),H23,Financial performance
2022,Dollars (millions),H24,Financial position
2022,Dollars (millions),H25,Financial position
2022,Dollars (millions),H26,Financial position
2022,Dollars (millions),H27,Financial position
2022,Dollars (millions),H28,Financial position
2022,Dollars (millions),H29,Financial position
2022,Dollars (millions),H30,Financial position
2022,Dollars (millions),H31,Financial position
2022,Dollars (millions),H32,Financial position
2022,Dollars (millions),H33,Financial position
2022,Dollars,H34,Financial ratios
2022,Dollars,H35,Financial ratios
2022,Percentage,H36,Financial ratios
2022,Percentage,H37,Financial ratios
2022,Percentage,H38,Financial ratios
2022,Percentage,H39,Financial ratios
2022,Percentage,H40,Financial ratios
2022,Percentage,H41,Financial ratios
2022,Dollars (millions),H01,Financial performance
2022,Dollars (millions),H02,Financial performance
2022,Dollars (millions),H03,Financial performance
2022,Dollars (millions),H05, dividends and donations"
2022,Dollars (millions),H06, grants and subsidies"
2022,Dollars (millions),H07,Financial performance
2022,Dollars (millions),H08,Financial performance
2022,Dollars (millions),H09,Financial performance
2022,Dollars (millions),H10,Financial performance
2022,Dollars (millions),H11,Financial performance
2022,Dollars (millions),H12,Financial performance
2022,Dollars (millions),H13,Financial performance
2022,Dollars (millions),H17,Financial performance
2022,Dollars (millions),H18,Financial performance
2022,Dollars (millions),H20,Financial performance
2022,Dollars (millions),H21,Financial performance
2022,Dollars (millions),H22,Financial performance
2022,Dollars (millions),H23,Financial performance
2022,Dollars (millions),H24,Financial position
2022,Dollars (millions),H25,Financial position
2022,Dollars (millions),H26,Financial position
2022,Dollars (millions),H27,Financial position
2022,Dollars (millions),H28,Financial position
2022,Dollars (millions),H29,Financial position
2022,Dollars (millions),H30,Financial position
2022,Dollars (millions),H31,Financial position
2022,Dollars (millions),H32,Financial position
2022,Dollars (millions),H33,Financial position
2022,Dollars,H34,Financial ratios
2022,Dollars,H35,Financial ratios
2022,Percentage,H36,Financial ratios
2022,Percentage,H37,Financial ratios
2022,Percentage,H38,Financial ratios
2022,Percentage,H39,Financial ratios
2022,Percentage,H40,Financial ratios
2022,Percentage,H41,Financial ratios
2022,Dollars (millions),H01,Financial performance
2022,Dollars (millions),H02,Financial performance
2022,Dollars (millions),H03,Financial performance
2022,Dollars (millions),H05, dividends and donations"
2022,Dollars (millions),H06, grants and subsidies"
2022,Dollars (millions),H07,Financial performance
2022,Dollars (millions),H08,Financial performance
2022,Dollars (millions),H09,Financial performance
2022,Dollars (millions),H10,Financial performance
2022,Dollars (millions),H11,Financial performance
2022,Dollars (millions),H12,Financial performance
2022,Dollars (millions),H13,Financial performance
2022,Dollars (millions),H17,Financial performance
2022,Dollars (millions),H18,Financial performance
2022,Dollars (millions),H20,Financial performance
2022,Dollars (millions),H21,Financial performance
2022,Dollars (millions),H22,Financial performance
2022,Dollars (millions),H23,Financial performance
2022,Dollars (millions),H24,Financial position
2022,Dollars (millions),H25,Financial position
2022,Dollars (millions),H26,Financial position
2022,Dollars (millions),H27,Financial position
2022,Dollars (millions),H28,Financial position
2022,Dollars (millions),H29,Financial position
2022,Dollars (millions),H30,Financial position
2022,Dollars (millions),H31,Financial position
2022,Dollars (millions),H32,Financial position
2022,Dollars (millions),H33,Financial position
2022,Dollars,H34,Financial ratios
2022,Dollars,H35,Financial ratios
2022,Percentage,H36,Financial ratios
2022,Percentage,H37,Financial ratios
2022,Percentage,H38,Financial ratios
2022,Percentage,H39,Financial ratios
2022,Percentage,H40,Financial ratios
2022,Percentage,H41,Financial ratios
2022,Dollars (millions),H01,Financial performance
2022,Dollars (millions),H02,Financial performance
2022,Dollars (millions),H03,Financial performance
2022,Dollars (millions),H05, dividends and donations"
2022,Dollars (millions),H06, grants and subsidies"
2022,Dollars (millions),H07,Financial performance
2022,Dollars (millions),H08,Financial performance
2022,Dollars (millions),H09,Financial performance
2022,Dollars (millions),H10,Financial performance
2022,Dollars (millions),H11,Financial performance
2022,Dollars (millions),H12,Financial performance
2022,Dollars (millions),H13,Financial performance
2022,Dollars (millions),H17,Financial performance
2022,Dollars (millions),H18,Financial performance
2022,Dollars (millions),H20,Financial performance
2022,Dollars (millions),H21,Financial performance
2022,Dollars (millions),H22,Financial performance
2022,Dollars (millions),H23,Financial performance
2022,Dollars (millions),H24,Financial position
2022,Dollars (millions),H25,Financial position
2022,Dollars (millions),H26,Financial position
2022,Dollars (millions),H27,Financial position
2022,Dollars (millions),H28,Financial position
2022,Dollars (millions),H29,Financial position
2022,Dollars (millions),H30,Financial position
2022,Dollars (millions),H31,Financial position
2022,Dollars (millions),H32,Financial position
2022,Dollars (millions),H33,Financial position
2022,Dollars,H34,Financial ratios
2022,Dollars,H35,Financial ratios
2022,Percentage,H36,Financial ratios
2022,Percentage,H37,Financial ratios
2022,Percentage,H38,Financial ratios
2022,Percentage,H39,Financial ratios
2022,Percentage,H40,Financial ratios
2022,Percentage,H41,Financial ratios
2022,Dollars (millions),H01,Financial performance
2022,Dollars (millions),H02,Financial performance
2022,Dollars (millions),H03,Financial performance
2022,Dollars (millions),H05, dividends and donations"
2022,Dollars (millions),H06, grants and subsidies"
2022,Dollars (millions),H07,Financial performance
2022,Dollars (millions),H08,Financial performance
2022,Dollars (millions),H09,Financial performance
2022,Dollars (millions),H10,Financial performance
2022,Dollars (millions),H11,Financial performance
2022,Dollars (millions),H12,Financial performance
2022,Dollars (millions),H13,Financial performance
2022,Dollars (millions),H17,Financial performance
2022,Dollars (millions),H18,Financial performance
2022,Dollars (millions),H20,Financial performance
2022,Dollars (millions),H21,Financial performance
2022,Dollars (millions),H22,Financial performance
2022,Dollars (millions),H23,Financial performance
2022,Dollars (millions),H24,Financial position
2022,Dollars (millions),H25,Financial position
2022,Dollars (millions),H26,Financial position
2022,Dollars (millions),H27,Financial position
2022,Dollars (millions),H28,Financial position
2022,Dollars (millions),H29,Financial position
2022,Dollars (millions),H30,Financial position
2022,Dollars (millions),H31,Financial position
2022,Dollars (millions),H32,Financial position
2022,Dollars (millions),H33,Financial position
2022,Dollars,H34,Financial ratios
2022,Dollars,H35,Financial ratios
2022,Percentage,H36,Financial ratios
2022,Percentage,H37,Financial ratios
2022,Percentage,H38,Financial ratios
2022,Percentage,H39,Financial ratios
2022,Percentage,H40,Financial ratios
2022,Percentage,H41,Financial ratios
2022,Dollars (millions),H01,Financial performance
2022,Dollars (millions),H04,Financial performance
2022,Dollars (millions),H05, dividends and donations"
2022,Dollars (millions),H06, grants and subsidies"
2022,Dollars (millions),H07,Financial performance
2022,Dollars (millions),H08,Financial performance
2022,Dollars (millions),H09,Financial performance
2022,Dollars (millions),H10,Financial performance
2022,Dollars (millions),H11,Financial performance
2022,Dollars (millions),H12,Financial performance
2022,Dollars (millions),H13,Financial performance
2022,Dollars (millions),H19,Financial performance
2022,Dollars (millions),H20,Financial performance
2022,Dollars (millions),H21,Financial performance
2022,Dollars (millions),H22,Financial performance
2022,Dollars (millions),H23,Financial performance
2022,Dollars (millions),H24,Financial position
2022,Dollars (millions),H25,Financial position
2022,Dollars (millions),H26,Financial position
2022,Dollars (millions),H27,Financial position
2022,Dollars (millions),H28,Financial position
2022,Dollars (millions),H29,Financial position
2022,Dollars (millions),H30,Financial position
2022,Dollars (millions),H31,Financial position
2022,Dollars (millions),H32,Financial position
2022,Dollars (millions),H33,Financial position
2022,Dollars,H34,Financial ratios
2022,Dollars,H35,Financial ratios
2022,Percentage,H36,Financial ratios
2022,Percentage,H37,Financial ratios
2022,Percentage,H39,Financial ratios
2022,Percentage,H40,Financial ratios
2022,Percentage,H41,Financial ratios
2022,Dollars (millions),H01,Financial performance
2022,Dollars (millions),H04,Financial performance
2022,Dollars (millions),H05, dividends and donations"
2022,Dollars (millions),H06, grants and subsidies"
2022,Dollars (millions),H07,Financial performance
2022,Dollars (millions),H08,Financial performance
2022,Dollars (millions),H09,Financial performance
2022,Dollars (millions),H10,Financial performance
2022,Dollars (millions),H11,Financial performance
2022,Dollars (millions),H12,Financial performance
2022,Dollars (millions),H13,Financial performance
2022,Dollars (millions),H19,Financial performance
2022,Dollars (millions),H20,Financial performance
2022,Dollars (millions),H21,Financial performance
2022,Dollars (millions),H22,Financial performance
2022,Dollars (millions),H23,Financial performance
2022,Dollars (millions),H24,Financial position
2022,Dollars (millions),H25,Financial position
2022,Dollars (millions),H26,Financial position
2022,Dollars (millions),H27,Financial position
2022,Dollars (millions),H28,Financial position
2022,Dollars (millions),H29,Financial position
2022,Dollars (millions),H30,Financial position
2022,Dollars (millions),H31,Financial position
2022,Dollars (millions),H32,Financial position
2022,Dollars (millions),H33,Financial position
2022,Dollars,H34,Financial ratios
2022,Dollars,H35,Financial ratios
2022,Percentage,H36,Financial ratios
2022,Percentage,H37,Financial ratios
2022,Percentage,H39,Financial ratios
2022,Percentage,H40,Financial ratios
2022,Percentage,H41,Financial ratios
2022, Cleaning and Other Chemical Manufacturing",Dollars (millions),Total income
2022, Cleaning and Other Chemical Manufacturing",Dollars (millions),Sales of goods not further processed
2022, Cleaning and Other Chemical Manufacturing",Dollars (millions),Sales of other goods and services
2022, Cleaning and Other Chemical Manufacturing",Dollars (millions),"Interest
2022, Cleaning and Other Chemical Manufacturing",Dollars (millions),"Government funding
2022, Cleaning and Other Chemical Manufacturing",Dollars (millions),Non-operating income
2022, Cleaning and Other Chemical Manufacturing",Dollars (millions),Total expenditure
2022, Cleaning and Other Chemical Manufacturing",Dollars (millions),Interest and donations
2022, Cleaning and Other Chemical Manufacturing",Dollars (millions),Indirect taxes
2022, Cleaning and Other Chemical Manufacturing",Dollars (millions),Depreciation
2022, Cleaning and Other Chemical Manufacturing",Dollars (millions),Salaries and wages paid
2022, Cleaning and Other Chemical Manufacturing",Dollars (millions),Redundancy and severance
2022, Cleaning and Other Chemical Manufacturing",Dollars (millions),Purchases of goods bought for resale
2022, Cleaning and Other Chemical Manufacturing",Dollars (millions),Other Purchases and operating expenses
2022, Cleaning and Other Chemical Manufacturing",Dollars (millions),Non-operating expenses
2022, Cleaning and Other Chemical Manufacturing",Dollars (millions),Opening stocks
2022, Cleaning and Other Chemical Manufacturing",Dollars (millions),Closing stocks
2022, Cleaning and Other Chemical Manufacturing",Dollars (millions),Surplus before income tax
2022, Cleaning and Other Chemical Manufacturing",Dollars (millions),Total assets
2022, Cleaning and Other Chemical Manufacturing",Dollars (millions),Current assets
2022, Cleaning and Other Chemical Manufacturing",Dollars (millions),Fixed tangible assets
2022, Cleaning and Other Chemical Manufacturing",Dollars (millions),Additions to fixed assets
2022, Cleaning and Other Chemical Manufacturing",Dollars (millions),Disposals of fixed assets
2022, Cleaning and Other Chemical Manufacturing",Dollars (millions),Other assets
2022, Cleaning and Other Chemical Manufacturing",Dollars (millions),Total equity and liabilities
2022, Cleaning and Other Chemical Manufacturing",Dollars (millions),Shareholders funds or owners equity
2022, Cleaning and Other Chemical Manufacturing",Dollars (millions),Current liabilities
2022, Cleaning and Other Chemical Manufacturing",Dollars (millions),Other liabilities
2022, Cleaning and Other Chemical Manufacturing",Dollars,Total income per employee count
2022, Cleaning and Other Chemical Manufacturing",Dollars,Surplus per employee count
2022, Cleaning and Other Chemical Manufacturing",Percentage,Current ratio
2022, Cleaning and Other Chemical Manufacturing",Percentage,Quick ratio
2022, Cleaning and Other Chemical Manufacturing",Percentage,Margin on sales of goods for resale
2022, Cleaning and Other Chemical Manufacturing",Percentage,Return on equity
2022, Cleaning and Other Chemical Manufacturing",Percentage,Return on total assets
2022, Cleaning and Other Chemical Manufacturing",Percentage,Liabilities structure
2022,Dollars (millions),H01,Financial performance
2022,Dollars (millions),H02,Financial performance
2022,Dollars (millions),H03,Financial performance
2022,Dollars (millions),H05, dividends and donations"
2022,Dollars (millions),H06, grants and subsidies"
2022,Dollars (millions),H07,Financial performance
2022,Dollars (millions),H08,Financial performance
2022,Dollars (millions),H09,Financial performance
2022,Dollars (millions),H10,Financial performance
2022,Dollars (millions),H11,Financial performance
2022,Dollars (millions),H12,Financial performance
